id,months,filledout,id_child,wave,id_cdi,cdiversion,birthday,sex,mom_ed,birth_order,i_1_1,i_1_2,i_1_3,i_2_1,i_2_2,i_2_3,i_2_4,i_2_5,i_2_6,i_2_7,i_2_8,i_2_9,i_2_10,i_2_11,i_2_12,i_2_13,i_2_14,i_2_15,i_2_16,i_2_17,i_2_18,i_2_19,i_2_20,i_2_21,i_2_22,i_2_23,i_2_24,i_2_25,i_2_26,score1B,i_3_1,i_3_2,i_4_1,i_4_2,i_4_3,i_4_4,i_4_5,i_4_6,i_4_7,i_4_8,i_4_9,i_4_10,i_4_11,PCscore4,PRscore4,i_5_1,i_5_2,i_5_3,i_5_4,i_5_5,i_5_6,i_5_7,i_5_8,i_5_9,i_5_10,i_5_11,i_5_12,i_5_13,i_5_14,i_5_15,i_5_16,i_5_17,i_5_18,i_5_19,i_5_20,i_5_21,i_5_22,i_5_23,i_5_24,i_5_25,i_5_26,i_5_27,i_5_28,i_5_29,i_5_30,i_5_31,i_5_32,i_5_33,i_5_34,i_5_35,i_5_36,PCscore5,PRscore5,i_6_1,i_6_2,i_6_3,i_6_4,i_6_5,i_6_6,i_6_7,i_6_8,i_6_9,PCscore6,PRscore6,i_7_1,i_7_2,i_7_3,i_7_4,i_7_5,i_7_6,i_7_7,i_7_8,PCscore7,PRscore7,i_8_1,i_8_2,i_8_3,i_8_4,i_8_5,i_8_6,i_8_7,i_8_8,i_8_9,i_8_10,i_8_11,i_8_12,i_8_13,i_8_14,i_8_15,i_8_16,i_8_17,i_8_18,i_8_19,i_8_20,i_8_21,i_8_22,i_8_23,i_8_24,i_8_25,i_8_26,i_8_27,i_8_28,PCscore8,PRscore8,i_9_1,i_9_2,i_9_3,i_9_4,i_9_5,i_9_6,i_9_7,i_9_8,i_9_9,i_9_10,i_9_11,i_9_12,i_9_13,i_9_14,i_9_15,i_9_16,i_9_17,i_9_18,i_9_19,i_9_20,PCscore9,PRscore9,i_10_1,i_10_2,i_10_3,i_10_4,i_10_5,i_10_6,i_10_7,i_10_8,i_10_9,i_10_10,i_10_11,i_10_12,i_10_13,i_10_14,i_10_15,i_10_16,i_10_17,i_10_18,i_10_19,i_10_20,PCscore10,PRscore10,i_11_1,i_11_2,i_11_3,i_11_4,i_11_5,i_11_6,i_11_7,i_11_8,i_11_9,i_11_10,i_11_11,i_11_12,i_11_13,i_11_14,i_11_15,i_11_16,i_11_17,i_11_18,i_11_19,i_11_20,i_11_21,i_11_22,i_11_23,i_11_24,i_11_25,i_11_26,i_11_27,i_11_28,i_11_29,i_11_30,i_11_31,i_11_32,i_11_33,i_11_34,i_11_35,PCscore11,PRscore11,i_12_1,i_12_2,i_12_3,i_12_4,i_12_5,i_12_6,i_12_7,i_12_8,i_12_9,i_12_10,i_12_11,i_12_12,i_12_13,i_12_14,i_12_15,i_12_16,i_12_17,i_12_18,i_12_19,i_12_20,i_12_21,i_12_22,i_12_23,PCscore12,PRscore12,i_13_1,i_13_2,i_13_3,i_13_4,i_13_5,i_13_6,i_13_7,i_13_8,i_13_9,i_13_10,i_13_11,i_13_12,i_13_13,i_13_14,PCscore13,PRscore13,i_14_1,i_14_2,i_14_3,i_14_4,i_14_5,i_14_6,i_14_7,i_14_8,i_14_9,i_14_10,i_14_11,i_14_12,PCscore14,PRscore14,i_15_1,i_15_2,i_15_3,i_15_4,i_15_5,i_15_6,i_15_7,i_15_8,i_15_9,i_15_10,i_15_11,i_15_12,i_15_13,i_15_14,i_15_15,i_15_16,i_15_17,i_15_18,i_15_19,i_15_20,i_15_21,i_15_22,PCscore15,PRscore15,i_16_1,i_16_2,i_16_3,i_16_4,i_16_5,i_16_6,i_16_7,i_16_8,i_16_9,i_16_10,i_16_11,i_16_12,i_16_13,i_16_14,i_16_15,i_16_16,i_16_17,i_16_18,PCscore16,PRscore16,i_17_1,i_17_2,i_17_3,i_17_4,i_17_5,i_17_6,i_17_7,i_17_8,i_17_9,i_17_10,i_17_11,i_17_12,i_17_13,i_17_14,i_17_15,i_17_16,i_17_17,i_17_18,i_17_19,i_17_20,i_17_21,i_17_22,i_17_23,i_17_24,i_17_25,i_17_26,i_17_27,i_17_28,i_17_29,i_17_30,i_17_31,i_17_32,i_17_33,i_17_34,i_17_35,i_17_36,i_17_37,i_17_38,i_17_39,i_17_40,i_17_41,i_17_42,i_17_43,i_17_44,i_17_45,i_17_46,i_17_47,i_17_48,i_17_49,i_17_50,i_17_51,i_17_52,i_17_53,PCscore17,PRscore17,i_18_1,i_18_2,i_18_3,i_18_4,i_18_5,i_18_6,i_18_7,i_18_8,i_18_9,i_18_10,i_18_11,i_18_12,i_18_13,i_18_14,i_18_15,i_18_16,i_18_17,i_18_18,i_18_19,i_18_20,i_18_21,i_18_22,i_18_23,i_18_24,i_18_25,i_18_26,i_18_27,i_18_28,i_18_29,i_18_30,i_18_31,i_18_32,i_18_33,i_18_34,i_18_35,i_18_36,PCscore18,PRscore18,i_19_1,i_19_2,i_19_3,i_19_4,i_19_5,i_19_6,i_19_7,i_19_8,PCscore19,PRscore19,i_20_1,i_20_2,i_20_3,i_20_4,i_20_5,i_20_6,i_20_7,i_20_8,i_20_9,i_20_10,i_20_11,PCscore20,PRscore20,i_21_1,i_21_2,i_21_3,i_21_4,i_21_5,i_21_6,PCscore21,PRscore21,i_22_1,i_22_2,i_22_3,i_22_4,i_22_5,i_22_6,i_22_7,i_22_8,i_22_9,i_22_10,i_22_11,i_22_12,i_22_13,i_22_14,i_22_15,i_22_16,PCscore22,PRscore22,i_23_1,i_23_2,i_23_3,i_23_4,i_23_5,i_23_6,i_23_7,i_23_8,i_23_9,PCscore23,PRscore23,score1D_PC,score1D_PR,i_24_1,i_24_2,i_24_3,i_24_4,i_24_5,i_24_6,i_24_7,i_24_8,i_24_9,i_24_10,i_24_11,i_24_12,sum_24,i_25_1,i_25_2,i_25_3,i_25_4,i_25_5,i_25_6,sum_25,i_26_1,i_26_2,i_26_3,i_26_4,i_26_5,i_26_6,i_26_7,i_26_8,i_26_9,i_26_10,i_26_11,i_26_12,i_26_13,i_26_14,i_26_15,i_26_16,i_26_17,sum_26,i_27_1,i_27_2,i_27_3,i_27_4,i_27_5,i_27_6,i_27_7,i_27_8,i_27_9,i_27_10,i_27_11,i_27_12,i_27_13,sum_27,i_28_1,i_28_2,i_28_3,i_28_4,i_28_5,i_28_6,i_28_7,i_28_8,i_28_9,i_28_10,i_28_11,i_28_12,i_28_13,i_28_14,i_28_15,sum_28,score2,norming
5320,18,2-Feb-09,5320,28-02-09,8998,INFANT,16-Jul-07,1,Universitets- og høgskoleutdanning (lavere grad),2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,3,2,2,2,2,2,2,1,2,1,2,1,1,11,7,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,36,12,1,2,1,1,1,1,1,1,1,9,1,2,1,1,1,2,1,2,1,8,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,28,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,20,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,20,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0,1,,1,1,1,1,1,,1,,1,,8,0,2,1,1,1,1,,1,1,1,1,1,2,1,,1,1,1,,1,2,2,2,19,5,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,18,12,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,,1,1,1,2,1,1,1,1,50,8,,1,1,1,1,1,,,,1,1,,1,,1,,1,,1,,,1,,,1,1,1,1,1,,,1,1,,,1,20,0,,1,,,,,1,,2,0,,,,,1,,,1,,,1,3,0,,1,,,,,1,0,,,,1,,1,,1,,,1,,1,,1,,6,0,1,,1,,1,1,,,,4,0,335,61,1,1,1,1,1,1,1,1,1,1,1,0,11,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,0,11,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,11,54,TRUE
5323,18,25-Jan-09,5323,28-02-09,8133,INFANT,16-Jul-07,0,Grunnskole,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,3,3,2,2,2,2,2,2,2,2,2,2,2,11,11,1,,2,2,2,,2,,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,,32,18,1,2,1,2,2,1,1,2,1,9,4,2,1,2,1,2,1,1,,7,3,1,2,2,2,1,2,2,2,2,,,2,2,,2,2,,,2,2,2,,,1,,,,2,18,15,2,1,1,,,2,,1,2,1,,,2,1,1,2,1,1,1,1,15,5,1,1,,1,2,2,1,1,1,,1,1,,2,1,1,2,1,,1,16,4,1,,2,2,1,2,2,1,,1,,2,1,2,,1,1,2,,1,1,,1,1,,,,1,2,1,1,1,1,1,1,26,8,2,1,1,1,1,,,1,1,1,,1,,1,1,1,1,2,1,1,1,1,1,19,2,2,,,1,2,,1,,,1,2,1,2,2,9,5,1,,,,1,2,,,,,,,3,1,2,1,1,2,2,,2,,,1,1,2,2,,,,,2,2,2,,,13,9,2,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,18,6,1,1,1,1,2,,,1,2,1,2,1,,1,1,,,,,2,2,1,2,2,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,1,,1,1,1,2,1,1,1,2,44,11,,2,1,1,1,1,1,,,,,1,2,1,2,1,1,1,1,1,,,,,,,1,1,,2,,2,1,2,1,1,23,6,,,,,,1,1,1,3,0,2,1,,1,1,1,,,1,1,1,8,1,1,1,1,,,,3,0,,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,15,2,1,1,1,1,1,2,,1,1,8,1,300,112,1,1,1,1,1,1,1,0,1,1,1,0,10,1,0,1,1,1,1,5,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,10,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,6,34,TRUE
5328,18,24-Jan-09,5328,28-02-09,8082,INFANT,16-Jul-07,1,Universitets- og høgskoleutdanning (lavere grad),1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,22,3,3,1,2,2,2,2,2,2,2,2,,2,10,9,2,,2,1,,1,1,2,2,2,2,2,,2,2,2,1,2,,2,1,2,2,1,2,,,2,2,2,,1,1,2,1,,28,19,1,2,1,2,,1,1,,,6,2,2,1,2,1,1,1,1,,7,2,1,1,2,1,,1,2,2,2,,1,2,2,,2,2,1,,2,2,2,1,,1,,,,1,20,11,2,2,2,1,2,2,2,1,2,2,,,2,2,2,2,,,,2,15,13,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,,19,9,2,1,1,,1,1,1,1,,,,2,,2,,2,,2,,1,1,,1,,1,,,,2,1,2,2,1,1,1,22,8,2,,2,2,1,,,1,1,1,,1,2,1,1,1,1,2,1,,1,1,1,18,5,2,,1,2,,,,2,,,2,,2,1,7,5,1,,,,1,2,1,2,,,,,5,2,2,1,2,1,2,,1,,,,,2,1,,,,,1,1,2,,1,12,5,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,,1,,16,8,1,1,1,,1,,,1,2,1,1,1,,1,1,,,2,,1,1,1,1,1,1,1,1,1,1,1,,1,,,2,1,1,,,1,2,1,1,1,,1,1,1,,1,1,1,1,39,4,,1,,,1,1,,,,,,,,,2,1,,,,,,1,,,,,,,,,,,1,1,,1,9,1,,,,,,,,,0,0,,,,,1,,1,,,,1,3,0,1,1,1,,,,3,0,,1,1,1,1,,1,1,,,,,,1,,2,8,1,,,,,1,,,,,1,0,248,104,1,1,1,1,1,1,1,0,1,1,1,0,10,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,15,0,0,1,1,0,,1,1,1,1,1,1,1,9,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,13,53,TRUE
5333,18,25-Jan-09,5333,28-02-09,8152,INFANT,16-Jul-07,0,Universitets- og høgskoleutdanning (lavere grad),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,3,3,2,,2,2,,,1,2,2,,2,7,6,,,,1,1,,,,,,,,,,,2,,1,,,,,,,2,,,,,,,,,,,,5,2,1,2,1,2,2,2,1,1,,8,4,2,1,,,,2,1,1,5,2,,2,,2,,2,2,2,,,,2,2,,2,2,,,2,2,2,,2,,,,,2,14,14,2,1,1,,,2,,,2,2,1,1,2,1,2,1,1,1,1,2,16,7,2,1,1,1,1,1,2,2,1,,1,2,,2,2,2,,2,2,1,17,9,2,2,2,1,,2,1,1,,,1,1,,,,,1,2,1,1,,,,,1,,1,,,2,2,,2,2,,19,9,1,2,1,1,1,1,,1,1,1,,1,1,1,1,1,1,2,1,1,1,1,1,21,2,1,,1,,1,1,2,1,,,,,2,2,8,3,1,,2,,1,2,2,,,,,2,6,4,2,2,2,2,,,2,,1,1,1,2,2,,,2,,2,2,2,,2,15,12,2,2,1,2,2,2,1,2,,2,1,1,2,1,2,1,1,1,17,9,2,2,2,1,2,2,,2,2,1,2,1,1,1,2,2,,2,1,1,1,2,2,1,1,1,,1,,1,1,2,,2,2,,1,,1,1,2,,2,1,2,,,,1,1,1,1,1,42,19,,,,,2,,1,,,,,,2,1,2,,2,,,,,,,1,2,,1,,,,,2,2,2,,2,13,9,,1,,2,,1,,1,4,1,2,,,,2,2,1,1,2,2,2,8,6,2,1,1,,1,,4,1,,,,,2,2,2,,,,1,1,1,1,2,2,9,5,1,,2,1,,2,,,,4,2,242,126,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,0,1,5,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,13,45,TRUE
5335,17,16-Dec-08,5335,1/1/2009,5913,INFANT,16-Jul-07,0,Grunnskole,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,2,2,2,2,2,2,2,1,2,2,2,1,2,11,9,1,,,1,1,,,,,,,1,,1,1,1,1,1,1,1,,1,1,,,,,,1,,,,,,,,14,0,1,1,,1,1,1,,,1,6,0,2,,1,1,1,1,,,5,1,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,4,0,1,1,1,,,1,,,1,,,,1,1,1,1,1,,,1,11,0,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,16,0,,1,,1,,1,1,1,1,,,,,1,1,,,,,1,,,,1,,,1,1,1,1,1,1,1,1,,18,0,1,,1,1,1,,,1,1,,,,,1,,1,1,1,1,1,1,,,13,0,,,1,,,1,,,1,,,,1,1,5,0,,,,,1,,,,,,,,1,0,2,1,1,,,1,,,,,,2,,,,,,,,2,,,6,3,1,1,1,2,2,1,1,2,1,2,,1,2,1,2,1,1,1,17,6,1,1,1,1,1,,,1,1,,1,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,1,1,1,1,1,1,,1,1,1,,1,1,1,1,41,0,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,1,,1,,1,1,1,1,1,12,0,,,,,,1,1,,2,0,,,,,,,,,,,,0,0,,,1,,,,1,0,1,1,,1,,1,,,1,1,1,1,,,1,1,10,0,,,1,,,2,,,,2,1,195,20,1,1,1,1,1,1,1,0,1,0,1,0,9,1,1,1,1,1,1,6,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,15,1,1,1,1,1,0,1,,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,56,TRUE
5337,16,21-Nov-08,5337,1/1/2009,674,INFANT,16-Jul-07,0,Videregående skole,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,24,2,3,2,2,2,1,2,1,2,2,2,1,2,11,8,1,1,1,1,1,1,1,,1,,1,2,,2,2,2,,2,,1,,,,1,,,,,1,,,,,,,,17,5,1,1,1,2,,,,,1,5,1,2,2,2,1,1,1,1,1,8,3,1,2,2,2,1,1,2,1,,,,2,,,,1,,,2,2,1,,,1,,,,1,15,7,2,1,1,,,1,,2,2,1,,,2,1,2,1,1,,,1,13,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,,1,1,1,,1,,1,,,1,2,,1,,,,2,,1,,,,2,,,,,1,,1,1,1,1,,16,3,2,1,1,1,1,1,,1,1,1,,,2,1,1,1,1,1,1,1,1,1,1,20,2,2,,,2,,,,,2,,,,1,1,5,3,1,,,1,,,,,,,,,2,0,2,,1,1,1,,,,,,,2,2,,,,,,2,2,2,2,10,7,2,1,2,2,2,,2,2,2,2,1,1,2,2,2,,,1,15,11,1,1,1,1,1,1,,1,1,,1,1,,,1,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,,1,1,1,,,1,1,1,1,1,1,1,1,41,0,,2,1,1,1,1,1,,,,,,1,,,1,1,,,,,,,,,1,,1,,2,,1,1,,1,1,16,2,,,,,,,,,0,0,2,,,,,,,,,,,1,1,,,,,,,0,0,,,,2,,,,,,,2,,,,,2,3,3,,,,,,,,,,0,0,218,61,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,0,0,0,1,0,1,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,57,TRUE
5349,18,27-Jan-09,5349,28-02-09,8506,INFANT,15-Jul-07,0,Universitets- og høgskoleutdanning (høyere grad. inkl. forskerutdanning),1,1,1,1,1,1,1,1,,,1,1,1,,1,1,1,,,1,1,,,1,1,1,1,1,1,1,19,2,2,1,2,1,1,1,1,1,2,1,1,1,11,2,1,,,1,1,,1,,1,,,1,1,1,1,2,,1,,2,,1,1,1,,,,1,1,1,,,1,1,1,,21,2,1,2,,1,2,1,1,1,1,8,2,1,1,1,1,1,1,1,1,8,0,1,1,2,1,1,1,2,2,2,1,1,,1,1,,,,,1,2,1,1,,1,1,1,,1,21,5,1,1,1,1,,1,,1,1,1,1,,1,1,1,1,1,,1,1,16,0,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,18,0,1,,1,1,1,1,1,1,1,,,,2,1,1,1,,2,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,27,2,1,1,1,1,1,,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,19,0,1,1,,,1,1,,1,1,,,1,1,1,9,0,,,,,1,1,,,,1,,,3,0,1,1,1,1,1,,1,,,1,1,2,1,1,,,,,,2,,1,13,2,1,1,1,2,2,1,1,2,,1,,1,1,1,1,,1,,14,3,,1,1,1,2,,,,1,,2,1,,,1,1,,1,1,,,1,1,,1,1,1,,1,1,,1,1,1,2,,1,,1,1,1,,1,,,1,1,1,1,1,1,,1,34,3,1,1,1,,1,1,,,,1,,,1,1,1,,1,1,,,1,,,,,,1,1,,,1,1,1,1,1,1,20,0,,,,,,,,1,1,0,1,,1,,,1,,,1,1,,5,0,,1,,,,,1,0,,1,,1,1,1,,1,1,,1,1,1,1,1,,11,0,,,1,,,1,,,,2,0,262,21,1,1,1,1,1,1,1,0,1,0,0,0,8,0,1,1,1,1,1,5,1,1,0,1,1,0,0,1,0,1,,1,0,1,1,1,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,13,38,TRUE
5359,18,30-Jan-09,5359,28-02-09,8768,INFANT,15-Jul-07,0,Universitets- og høgskoleutdanning (lavere grad),3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,2,2,2,2,2,2,2,1,1,2,2,1,2,11,8,1,,1,,1,,1,,1,1,1,1,,2,1,1,1,1,,,,,1,1,1,,,1,1,,,1,,,,,19,1,1,1,,,1,1,,1,1,6,0,2,1,1,1,1,1,,,6,1,1,2,1,1,,1,1,1,1,,1,2,2,,,1,,,1,1,1,,1,1,,,,1,18,3,2,1,1,,1,1,,1,1,1,,,1,1,,1,,1,,1,13,1,1,1,1,1,1,1,1,1,,,,1,,1,1,1,,1,1,,14,0,1,1,,1,,,1,1,1,,,1,1,1,,1,,1,,1,,,1,1,,1,,1,1,1,1,1,1,1,1,23,0,1,,1,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,18,0,,1,1,1,1,1,1,1,1,1,1,,1,1,12,0,,,,,1,,,,,,,,1,0,1,,1,2,2,,,,,1,1,2,1,,,,1,1,1,2,,1,13,4,1,1,1,2,2,1,1,2,,1,,1,2,,2,,1,,13,5,,1,1,,1,1,,1,1,,1,1,,,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,,1,,1,1,1,,,,,1,,1,,,1,1,,,1,1,,1,32,0,,,1,1,1,1,,,,,,,1,1,1,,,,,1,,1,,,,,1,1,,1,,1,1,1,1,,16,0,,,,,,,,,0,0,1,1,,1,,,,,,,,3,0,1,1,1,,,,3,0,,,,,,,,,,1,,,,1,,1,3,0,,,,,,2,,,,1,1,225,24,1,1,1,1,1,1,1,,1,,1,,9,1,,1,1,,,3,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,15,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,,1,1,1,1,1,13,40,TRUE
5367,16,8-Dec-08,5367,1/1/2009,5501,INFANT,15-Jul-07,0,Videregående skole,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,,1,1,,1,19,2,2,1,,2,,2,,2,2,2,,2,7,6,,,1,,,,1,,,,,,,1,1,1,,2,,2,,,2,,1,,,,,,,,,,,2,10,4,1,2,1,,,1,1,,1,6,1,1,,1,1,1,1,,,5,0,1,2,1,1,,1,,1,,1,1,1,1,1,,1,,,1,1,1,,,1,,1,1,1,19,1,1,1,1,,1,1,,,1,1,,,1,1,1,1,,1,,1,13,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,19,0,1,1,1,1,,1,1,1,,1,,1,,1,,2,,2,,1,,,,1,1,1,,,1,1,1,1,,1,1,22,2,1,,1,1,1,,,1,1,,,1,,1,1,1,1,1,1,1,1,,,15,0,1,,1,,1,,1,,1,1,,,1,1,8,0,,,,,1,,1,,,,,,2,0,1,,1,1,1,,,,,,,2,,,1,2,,,1,2,,1,10,3,1,,2,2,2,,2,1,1,2,,1,2,,2,,,1,12,7,1,1,1,,1,,,1,1,,1,,,1,1,1,,,,1,,1,1,1,1,1,1,,1,1,,,,1,1,,,,,,1,1,1,,,1,,1,,,1,1,,28,0,,1,1,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,1,,1,1,1,1,1,12,0,,,,,,,1,,1,0,,,,,1,,,,,,1,2,0,,1,1,,,,2,0,,,,,,,,,1,,,,,,,1,2,0,,,2,,,1,,,,2,1,197,25,1,1,1,1,1,1,0,0,1,0,1,0,8,1,1,1,1,0,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,14,1,0,1,1,1,0,1,0,1,1,0,0,0,7,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,14,48,TRUE
5368,18,30-Jan-09,5368,28-02-09,8820,INFANT,14-Jul-07,1,Universitets- og høgskoleutdanning (lavere grad),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,3,,2,2,2,2,1,2,2,2,2,1,2,11,9,1,,1,1,1,,,,2,,,1,,1,2,1,1,2,,1,,,2,,2,,,,1,,,,,,,,15,5,1,2,,2,,,,,1,4,2,2,2,1,,1,1,1,,6,2,1,2,2,1,,1,,,2,,1,,2,1,,,,,2,2,,,,1,,,,2,13,7,2,1,,,,1,,1,2,2,,,1,1,2,1,1,,,2,12,5,,1,1,1,1,1,1,2,1,,1,2,1,2,2,2,1,1,2,,17,6,1,,,,,1,1,1,,,,2,,2,,,,2,,,2,,,,,,1,,1,1,1,1,1,1,,15,4,2,,,1,,,,1,,,,,,1,,,,,1,,1,,1,7,1,2,,,2,,,2,,,,2,,,2,5,5,,,,,1,,,,,,,,1,0,2,,2,2,,,,,,,,2,,,,2,,,,2,,2,7,7,2,,1,2,2,2,1,2,1,2,,,2,1,2,,1,,13,8,,1,2,,1,,,1,,,1,1,,1,1,1,,2,,1,,1,1,1,1,,1,1,1,1,,,,1,,1,1,,1,,1,,1,,,1,,,2,,1,,,28,3,,2,1,,1,1,,,,,,,,,,,,,,,,,,1,,,1,1,,1,,2,1,,,,10,2,,,,,,,2,,1,1,2,,,,,,,,,,2,2,2,,,1,,,,1,0,1,1,2,2,,,,,,,1,,,,,1,6,2,,,1,,,2,,,,2,1,176,72,1,1,1,1,1,1,1,1,1,1,1,0,11,1,1,1,1,1,1,6,1,1,1,1,1,1,0,1,1,1,,1,1,1,1,1,1,15,1,1,,,,,1,,1,,,,,4,1,1,1,,1,1,1,,,,,1,1,1,,9,45,TRUE
5374,16,27-Nov-08,5374,1/1/2009,3935,INFANT,14-Jul-07,1,Universitets- og høgskoleutdanning (lavere grad),2,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,21,2,3,2,2,1,2,1,1,2,1,2,1,2,11,6,,,,1,1,,1,,1,,,,,,2,,1,,,,,,,,2,,,,,,,,,,,,7,2,1,2,,,,,,1,,3,1,2,2,2,,1,1,,,5,3,1,2,1,2,,,,1,1,,1,2,,,1,2,,,,2,1,,,,,,,2,13,6,1,1,1,,,1,1,,2,1,,,,1,2,1,1,,,1,12,2,,,,,1,,1,,,,,,,1,,1,,,,,4,0,1,1,,1,,1,,1,,1,1,,,1,,,,,2,,,,,1,,,2,,,,,,,1,1,13,2,2,1,,1,1,,,,,,,,,1,,1,,1,,,1,,,8,1,2,,1,1,,1,,,1,1,,1,1,2,9,2,1,,,,1,,,,,,,,2,0,2,,1,2,2,,,,,1,1,2,,,,,,,,2,,1,9,5,1,1,1,2,2,2,2,,1,2,,,2,,2,,1,,12,7,1,,1,,,,,,,1,,,,,,,,,1,1,,,1,,,1,,,,,,,,,2,,,,1,,1,,1,,,1,,1,1,1,1,,,16,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,5,0,,,,,,,,,0,0,,,2,,,,,,,,,1,1,,,,,,,0,0,1,,,,,,,,,1,,,1,,,1,4,0,,,,,,,,,,0,0,134,39,1,1,1,1,1,1,1,1,1,0,1,0,10,1,1,1,0,1,1,5,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,6,32,TRUE
